,reference,latitude,longitude,date,year,description,hostility,victim,navArea,subreg
3150,2011-318,1.526667,104.536667,2011-07-01,2011,"SOUTH CHINA SEA:  A tug was boarded by robbers 1 July at 1835 UTC while in position 01-31.6N  104-32.2E, approximately 41NM northeast of Singapore. A duty officer onboard a tug towing a barge spotted three pirates with knives and sounded the alarm. The robbers escaped using a black speedboat. Nothing was stolen. (IMB, Open Source)",PIRATES,TUG BOAT,XI,71
3151,2011-317,1.276667,104.213333,2011-07-01,2011,"MALAYSIA:  A U.S.-owned bulk carrier experienced an attempted boarding 1 July while underway in position 01-16.6N  104-12.8E at 1541 UTC, approximately 22NM southeast of  Singapore. Robbers from four fast moving boats attempted to board, the alarm was raised,  fire hoses were activated, deck lights and search lights were activated, and vessel engaged in evasive maneuvers. After several attempts, the robbers aborted the attack. (IMB, Commercial Source, Open Source)",PIRATES,BULK CARRIER,XI,71
3152,2011-314,6.0,2.483333,2011-06-30,2011,"COTONOU ANCHORAGE, BENIN:  A product tanker was robbed 30 Juneat 0205 UTC while anchored at  06-00N 002-29E in the Cotonou anchorage, Benin. The vessel was conducting ship-to- ship (STS) transfer operations when robbers in a speedboat boarded it, stole ship's and crew properties, and escaped. The robbers gained access to the vessel because the razor wire had been removed for STS transfer operations. (IMB)",PIRATES,TANKER,II,57
3153,2011-313,10.766667,106.783333,2011-06-30,2011,"VIETNAM:  A container ship was robbed 30 June at 0630 UTC while anchored in the Cat Lai anchorage, Vietnam. The duty officer noticed two boats approaching the vessel and  ordered the duty able seamen to investigate. The people in the boat pretended to be fishermen selling fish and other items. It was later discovered that ship stores were stolen from the forward stores. Crew was not able to contact port control. (IMB)",PIRATES,CONTAINER SHIP,XI,93
3154,2011-315,13.283333,42.983333,2011-06-29,2011,"AROUND 21 MILES OFF ASSAB, ERITREA, RED SEA:  Two skiffs with six pirates in each approached a chemical tanker underway. Master raised alarm, crew alerted and commenced maneuvering. At a distance of 100 meters a ladder and weapons were sighted in the skiff. Onboard security team fired warning shots and the pirates aborted the attack.",PIRATES,CHEMICAL TANKER,IX,62
3155,2011-312,6.2,2.533333,2011-06-26,2011,"GULF OF GUINEA:  A chemical tanker was hijacked 26 June at 0245 UTC off of Cotonou, Benin. Ten robbers boarded the vessel, threatened and robbed the crew, damaged the vessel's equipment, and ordered the crew to sail to Lagos or Port Harcourt, Nigeria. The master was shot in the leg and some crew members were physically assaulted. The robbers left the tanker and the vessel transited to Cotonou. (Commercial Sources)",PIRATES,CHEMICAL TANKER,II,57
3156,2011-311,21.75,60.516667,2011-06-26,2011,ARABIAN SEA:  Merchant vessel attacked in vicinity 21-45N 060-31E at 0949z on 26 Jun. Vessels are advised to keep 100 miles clear of this position and to exercise extreme caution.,PIRATES,MERCHANT VESSEL,IX,62
3157,2011-310,21.7,60.483333,2011-06-26,2011,"RAS AL HADD, OMAN:  Two skiffs with five pirates in each chased a bulk carrier underway. The pirates fired rpgs at the vessel. The pirates managed to hook on the ladder onto the ships rail however due to evasive maneuvers and using sea and swell to advantage coupled with razor wire and response from coalition navies the pirates aborted the attempt and moved away. A grey hulled mother vessel approximately 40 meters in length was reported in the vicinity.",PIRATES,BULK CARRIER,IX,62
3158,2011-309,6.143056,2.471111,2011-06-24,2011,"12 MILES OFF COTONOU, BENIN:  Four robbers in a speed boat boarded the vessel. All crew went into the citadel, but robbers managed to capture the 2nd engineer before he could enter the citadel. Seeing this, the Master presented himself to the robbers as well. The robbers took the Master and 2nd engineer and stole ship's and crew's cash. Personal belongings were taken, during this time the Master and the 2nd engineer were also hit by the robbers. Port control was contacted but received no response. At the time of the incident the vessel was undergoing STS operations and had to remove the razor wire to enable smooth operations. The robbers took advantage of this and gained access to the vessel.",PIRATES,MERCHANT VESSEL,II,57
3159,2011-308,6.265,2.556667,2011-06-24,2011,"COTONOU ANCHORAGE, BENIN:  About ten robbers armed with guns and knives in a speed boat were seen approaching an anchored tanker with STS fenders alongside. Duty officer raised alarm, activated the SSAS and called port control but received no response. Four robbers boarded the tanker via the STS fenders, entered the bridge and took the Master to his cabin and stole ship's cash and personal belongings. Later the duty officer was taken to his cabin as well as all the other crew cabins and stole crew personal belongings. At this time the crew were threatened. Some crew were also beaten. All the robbers left the tanker at 0330 local time. Port control was called again but there still was no answer.",PIRATES,TANKER,II,57
3160,2011-307,21.05,60.2,2011-06-24,2011,"74 MILES EAST OF GHALAT, OMAN:  Two skiffs with six pirates in each chased and attempted to attack a chemical tanker underway. Master raised alarm, increased speed and took evasive maneuvers. The onboard security fired warning shots resulting in the pirates aborting the attempted attack and moved towards their mother vessel. The mother vessel was observed picking up the two skiffs.",PIRATES,CHEMICAL TANKER,IX,62
3161,2011-306,6.159722,2.533333,2011-06-24,2011,"COTONOU, BENIN:  Twelve armed pirates boarded a chemical tanker drifting in preparation for STS operations. They took hostage all crewmembers and hijacked the tanker. The tanker was released after 17 hours. Awaiting further details.",PIRATES,CHEMICAL TANKER,II,57
3162,2011-303,-7.191667,112.725,2011-06-23,2011,"SURABAYA ANCHORAGE, INDONESIA:  Robbers boarded an anchored bulk carrier from the stern as the duty crew was taking routine rounds forward. They stole ship's stores and escaped. When the duty crew reached the stern, he found ship's stores missing and raised the alarm. Port control and local agents informed.",PIRATES,BULK CARRIER,XI,72
3163,2011-302,-5.866667,13.411944,2011-06-23,2011,"MATADI ANCHORAGE, DEMOCRATIC REPUBLIC OF CONGO:  Robbers boarded and stole ship stores from an anchored refrigerated cargo vessel on three occasions between 0500 local and 0740 local time. Duty crew spotted the robbers and raised the alarm on each occasion resulting in the robbers jumping overboard and escaping in a waiting boat. No response received from port authority when called on VHF.",PIRATES,REFRIGERATED CARGO SHIP,II,57
3164,2011-304,-5.865,13.042778,2011-06-18,2011,"BOMA ANCHORAGE, DEMORCRATIC REPUBLIC OF CONGO:  A vigilant deck watchman onboard an anchored refrigerated cargo vessel noticed a robber with a long knife hiding on the forecastle deck. The robber jumped overboard when the deck watchman illuminated the area with his flashlight. Nothing reported stolen.",PIRATES,REFRIGERATED CARGO SHIP,II,57
3165,2011-300,10.288333,-64.718333,2011-06-18,2011,"PUERTO LA CRUZ, VENEZUELA:  Master onboard an anchored general cargo vessel noticed a speed boat approaching the vessel. He ordered the duty crew to investigate. Later, one AB entered the bridge in a frightened state and reported that robbers had boarded the vessel and taken hostage the second duty watchman at knife point and had stolen ship stores. Alarm raised and crew mustered. Port control and CSO informed.",PIRATES,CARGO SHIP,IV,24
3166,2011-299,8.483333,76.666667,2011-06-18,2011,"AROUND 15 MILES OFF TRIVANDRUM, INDIA:  Master onboard a chemical tanker underway noticed a white hulled skiff around three miles ahead. The skiff was noticed to increase speed and approach the vessel at high speed. Vessel increased speed, altered course, sounded alarm and took anti-piracy measures. The skiff continued to chase the vessel for around 10 minutes before stopping. Master reported five to six persons in the boat and also reported noticing some guns in the boat. The skiff was later heard to have attacked another tanker.",PIRATES,CHEMICAL TANKER,VIII,63
3167,2011-298,8.616667,76.433333,2011-06-18,2011,"AROUND 30 MILES OFF TRIVANDRUM, INDIA:  Pirates in a skiff chased a chemical tanker underway. The vessel enforced anti-piracy preventive measures, sent SSAS alert. Later a naval helicopter arrived at location.",PIRATES,CHEMICAL TANKER,VIII,63
3168,2011-301,6.821667,-58.17,2011-06-17,2011,"GEORGETOWN INNER ANCHORAGE, GUYANA:  Four robbers armed with knives boarded an anchored container ship. They took the bosun as hostage and stole ship's properties and escaped. The alarm raised and crew mustered. Authorties informed.",PIRATES,CONTAINER SHIP,IV,24
3169,2011-305,13.73,42.946667,2011-06-16,2011,"ASSAB, ERITREA, RED SEA:  A skiff with firve pirates approached a general cargo ship underway at a speed of 25 knots. As the skiff closed, a pirate with a gun was observed. When the skiff closed to 100 meters the onboard security team fired warning shots resulting in the skiff moving away.",PIRATES,CARGO SHIP,IX,62
3170,2011-292,9.3,51.25,2011-06-15,2011,AROUND 26 MILES OFF THE COAST OF SOMALIA:  Four pirates in a skiff chased and fired upon a general cargo ship underway. One pirate managed to board the vessel but had to jump overboard after the crew successfully confronted him. All crew safe.,PIRATES,CARGO SHIP,VIII,61
3171,2011-297,5.866667,2.6,2011-06-14,2011,"COTONOU ANCHORAGE, BENIN:  Armed robbers boarded and hijacked an anchored chemical tanker. They forced the captain to sail the vessel to an unknown location. The pirates stole ship's properties and left the vessel.",PIRATES,CHEMICAL TANKER,II,57
3172,2011-291,10.308333,-75.543333,2011-06-13,2011,"CARTAGENA TANKER ANCHORAGE, COLOMBIA:  Duty AB onboard a bulk carrier at anchor spotted robbers trying to gain access via the hawse pipe. The AB alerted other crew members who rushed forward resulting in the robbers aborting the attempt and moving away. Later as the AB moved aft during his rounds he observed barefoot marks on the deck and noticed that the ship's stores were stolen.",PIRATES,BULK CARRIER,IV,24
3173,2011-294,30.705,32.344167,2011-06-12,2011,"SUEZ CANAL ANCHORAGE, EGYPT:  Robbers boarded and stole ship property from an anchored container vessel. The incident was reported to the local authorities who managed to track down the robbers and reclaim the stolen property.",PIRATES,CONTAINER SHIP,III,56
3174,2011-290,12.55,61.766667,2011-06-12,2011,AROUND 420 MILES EAST OF SOCOTRA ISLAND:  Four pirates in a skiff chased and fired upon a bulk carrier underway. The skiff closed to around five meters from the ship. Effective anti-piracy measures including fire hoses and electric wire around vessel prevented the pirates from gaining access.,PIRATES,BULK CARRIER,IX,63
3175,2011-296,13.533333,42.683333,2011-06-11,2011,"RED SEA:  Chemical/oil products tanker (EMMA VICTORY) experienced an attempted boarding 11 June at 0451 UTC while underway in position 13-32N  042-41E, approximately  31NM northwest of Assab, Eritrea. Vessel spotted five skiffs but was only attacked by one. Skiff attempted to put on a ladder on the vessel, but could not due to razor wire and evasive maneuvers. (UKMTO, Operator, Commercial Sources)",PIRATES,TANKER,IX,62
3176,2011-295,12.166667,61.75,2011-06-11,2011,"ARABIAN SEA:  Bulk carrier (EMPEROR) was fired upon by one skiff with four pirates onboard 11 June at 0315 UTC while underway in position 12-10N  061-45E, approximately 426NM southeast of Socotra Island, Yemen. Onboard security team fired warning shots and the pirates aborted the attack. (IMB, UKMTO)",PIRATES,BULK CARRIER,IX,63
3177,2011-289,13.483333,42.716667,2011-06-11,2011,"AROUND 27 MILES NORTH OF ASSAB, ERITREA, RED SEA:  While underway the duty officer onboard a tanker spotted a skiff on radar. When the skiff approached closer, seven pirates were observed in the skiff. The pirates could not board the vessel due to high freeboard. Later the skiff moved away.",PIRATES,TANKER,IX,62
3178,2011-288,13.701667,42.596667,2011-06-11,2011,"40 MILES NORTH OF ASSAB, ERITREA, RED SEA:  Five pirates in a skiff chased a tanker underway. Small arms and ladder observed in the skiff. All crew except master and OOW were mustered at safe point. Security guard onboard fired warning shots and pirates moved away.",PIRATES,TANKER,IX,62
3179,2011-287,12.316667,61.5,2011-06-11,2011,AROUND 405 MILES EAST OF SOCOTRA:  Four pirates in a skiff chased a chemical tanker underway. Weapons sighted in the skiff but not used. Security team onboard fired warning shots and the skiff moved away.,PIRATES,CHEMICAL TANKER,IX,63
